,Name,Summary,Stock Type,Site,Market Cap,Net Income,Sales,Employees,Sector,Industry
STWD,Starwood Property Trust Inc,"Starwood Property Trust Inc engages in financing, managing and investing in commercial mortgage loans and other commercial real estate debt investments, commercial mortgage-backed securities, and other commercial real estate-related debt investments.",Hard,http://www.starwoodpropertytrust.com,5.2Bil,0.3Bil,0.7Bil,450,Real Estate,REIT - Diversified
STT,State Street Corp,"State Street Corp provides investment management strategies, investment management advisory services and other financial services for corporations, public funds and other sophisticated investors.",Cyclical,http://www.statestreet.com,30.3Bil,2.1Bil,10.2Bil,"33,332",Financial Services,Asset Management
STO,Statoil ASA ADR,"Statoil ASA is an integrated oil and gas company. It explores, produces, transports, refines, and markets petroleum and petroleum-derived products. It has operations in Norway, rest of Europe, North America, Africa, Asia and South America.",,http://www.statoil.com,51.9Bil,-332.0Mil,41.5Bil,"21,600",Energy,Oil & Gas Integrated
SPLP,Steel Partner Holdings LP,"Steel Partner Holdings LP is a diversified holding company. It is engaged in businesses, including diversified industrial products, energy, defense, supply chain management & logistics, banking, sports, education and entertainment & lifestyle industries.",Cyclical,http://www.steelpartners.com,0.4Bil,81.9Mil,1.1Bil,69,Industrials,Conglomerates
SCS,Steelcase Inc,"Steelcase Inc is engaged in in furnishing the work experience in business, education and healthcare environments. Its brands include Steelcase, Coalesse, Details, Designtex, PolyVision and Turnstone.",Cyclical,http://www.steelcase.com,1.9Bil,0.2Bil,3.0Bil,"11,000",Industrials,Business Equipment
SCL,Stepan Co,"Stepan Co, along with its subsidiaries produces specialty and intermediate chemicals, which are sold to other manufacturers and are used in end products. The Company manufactures & markets surfactants, polymers and specialty products.",Cyclical,http://www.stepan.com,1.7Bil,88.8Mil,1.8Bil,"2,073",Basic Materials,Specialty Chemicals
STE,STERIS PLC,"STERIS PLC is a provider of infection prevention and other procedural products and services, focused on healthcare, pharmaceutical and research.",,http://www.steris.com,5.6Bil,0.2Bil,2.6Bil,"14,000",Healthcare,Medical Instruments & Supplies
STL,Sterling Bancorp,"Sterling Bancorp is a bank holding and financial holding company. It provides banking services to commercial, consumer and municipal clients in United States.",Cyclical,http://www.sterlingbancorp.com,2.9Bil,0.1Bil,0.5Bil,995,Financial Services,Banks - Regional - US
STC,Stewart Information Services Corp,"Stewart Information Services Corp is a title insurance and real estate services company offers products and services through its direct operations, network of approved agencies and other companies.",Classic,http://www.stewart.com,1.1Bil,41.4Mil,2.0Bil,"6,900",Financial Services,Insurance - Property & Casualty
SF,Stifel Financial Corp,"Stifel Financial Corp through its wholly owned subsidiaries, is engaged in retail brokerage; securities trading; investment banking; investment advisory; retail, consumer and commercial banking; and related financial services.",Cyclical,http://www.stifel.com,3.4Bil,65.8Mil,2.5Bil,"7,100",Financial Services,Capital Markets
SWC,Stillwater Mining Co,"Stillwater Mining Co develops, extracts, processes, refines and markets palladium, platinum and associated metals from a geological formation in south-central Montana known as the J-M Reef and from the recycling of spent catalytic converters.",Cyclical,http://www.stillwatermining.com,1.8Bil,7.9Mil,0.7Bil,"1,422",Basic Materials,Industrial Metals & Minerals
STM,STMicroelectronics NV ADR,"STMicroelectronics NV designs, develops, manufactures and markets semiconductor products used in different microelectronic applications, including automotive products, computer peripherals, telecommunications systems, consumer products, & control systems.",,http://www.st.com,8.3Bil,55.0Mil,6.8Bil,"43,183",Technology,Semiconductors
SGY,Stone Energy Corp,"Stone Energy Corp is an independent oil and natural gas company engaged in the acquisition, exploration, exploitation, development and operation of oil and gas properties.",Distressed,http://www.stoneenergy.com,24.5Mil,-792.8Mil,0.4Bil,310,Energy,Oil & Gas E&P
SGM,Stonegate Mortgage Corp,"Stonegate Mortgage Corp originates, acquires, sells, finances and services residential mortgage loans. The Company predominantly sells mortgage loans to the Federal National Mortgage Association and Government National Mortgage Association pools.",Cyclical,http://www.stonegatemtg.com,0.1Bil,-38.6Mil,0.1Bil,893,Financial Services,Specialty Finance
STON,Stonemor Partners LP,"Stonemor Partners LP owns and operates the cemetery and funeral home business. The Company sells cemetery products and services both at the time of death, which it refers to as at-need and prior to the time of death, which it refers to as pre-need.",Distressed,http://www.stonemor.com,0.4Bil,-34.6Mil,0.3Bil,"3,444",Consumer Cyclical,Personal Services
SRI,Stoneridge Inc,"Stoneridge Inc is a designers and manufacturers of engineered electrical and electronic components, modules and systems for the commercial vehicle, automotive, agricultural, motorcycle and off-highway vehicle markets.",Cyclical,http://www.stoneridge.com,0.4Bil,35.2Mil,0.7Bil,"4,100",Consumer Cyclical,Auto Parts
STOR,STORE Capital Corp,,Hard,http://www.storecapital.com,3.8Bil,0.1Bil,0.4Bil,65,Real Estate,REIT - Diversified
GJS,G J Steel PCL,"G J Steel PCL is engaged in manufacturing of flat-rolled steel products. Its product line includes hot rolled coil, tempered hot rolled coil, hot rolled pickled and oiled product.",,http://www.gjsteel.co.th,3.4Bil,-532.2Mil,11.4Bil,794,Basic Materials,Steel
SYK,Stryker Corp,"Stryker Corp is a medical technology company. The Company offers medical technologies, including reconstructive, medical and surgical, and neurotechnology and spine products.",Classic,http://www.stryker.com,41.7Bil,1.7Bil,10.9Bil,"27,000",Healthcare,Medical Devices
RGR,Sturm Ruger & Co Inc,"Sturm Ruger & Co Inc is engaged in the design, manufacture, and sale of firearms to domestic customers. The Company also manufactures and sells investment castings made from steel alloys for internal use in the firearms segment.",Cyclical,http://www.ruger.com,1.0Bil,83.7Mil,0.7Bil,"2,180",Industrials,Aerospace & Defense
SPH,Suburban Propane Partners LP,"Suburban Propane Partners LP is engaged in distribution of propane, fuel oil and refined fuels, as well as the marketing of natural gas and electricity in deregulated markets.",Slow,http://www.suburbanpropane.com,1.8Bil,7.5Mil,1.1Bil,"3,646",Utilities,Utilities - Regulated Gas
SCNB,Suffolk Bancorp,Suffolk Bancorp owns all of the outstanding capital stock of the Suffolk County National Bank of Riverhead. The Bank offers domestic commercial and retail banking services and wealth management services.,Cyclical,https://www.scnb.com,0.5Bil,19.7Mil,82.0Mil,337,Financial Services,Banks - Regional - US
SMFG,Sumitomo Mitsui Financial Group Inc ADR,"Sumitomo Mitsui Financial Group Inc and its subsidiaries offer a diverse range of financial services, including commercial banking, leasing, securities, consumer finance and other services.",,http://www.smfg.co.jp,50.4Bil,7.4Bil,33.0Bil,"73,700",Financial Services,Banks - Global
INN,Summit Hotel Properties Inc,Summit Hotel Properties Inc is a self-managed hotel investment company. The Company is engaged in acquiring and owning premium-branded select-service hotels in the upscale and upper midscale segments of the U.S. lodging industry.,Hard,http://www.shpreit.com,1.2Bil,0.2Bil,0.5Bil,40,Real Estate,REIT - Hotel & Motel
SUM,Summit Materials Inc A,"Summit Materials Inc is a construction materials company. Its operations are composed of aggregates production, including crushed stone and construction sand and gravel, cement and ready-mixed concrete production & asphalt paving mix production.",Cyclical,http://www.summit-materials.com,2.9Bil,87.3Mil,1.6Bil,"4,300",Basic Materials,Building Materials
SMLP,Summit Midstream Partners LP,"Summit Midstream Partners LP is engaged in developing, owning and operating midstream energy infrastructure assets that are strategically located in the core producing areas of unconventional resource basins,shale formations in the continental USA.",Hard,http://www.summitmidstream.com,1.6Bil,-275.3Mil,0.4Bil,294,Energy,Oil & Gas Midstream
SUI,Sun Communities Inc,"Sun Communities Inc is a self-administered and self-managed real estate investment trust. The Company through its subsidiaries owns, operates, and develops manufactured housing and recreational vehicle communities throughout the United States.",Hard,http://www.suncommunities.com,5.2Bil,0.1Bil,0.8Bil,"1,790",Real Estate,REIT - Residential
SLF,Sun Life Financial Inc,"Sun Life Financial Inc provides diversified financial services. It offers savings, life and health insurance, and retirement and pension products to individuals and groups through its operations in Canada, United States, United Kingdom and Asia.",,http://www.sunlife.com,23.6Bil,1.8Bil,23.5Bil,"18,330",Financial Services,Insurance - Diversified
SXCP,SunCoke Energy Partners LP,SunCoke Energy Partners LP manufactures coke used in blast furnace for the production of steel. Its activities include Haverhill and Middletown coke making and heat recovery operations as well as coal handling and blending service operations.,Cyclical,http://www.sxcpartners.com,0.9Bil,0.1Bil,0.8Bil,606,Basic Materials,Coal
SXC,SunCoke Energy Inc,SunCoke Energy Inc is engaged in the production of metallurgical coke in the Americas. The Company also owns and operates coal mining operations in Virginia and West Virginia.,Cyclical,http://www.suncoke.com,0.7Bil,16.4Mil,1.3Bil,"1,398",Basic Materials,Coal
SU,Suncor Energy Inc,"Suncor Energy Inc is an integrated energy company. Its operations include developing petroleum resource basin, Canada's Athabasca oil sands. It explores for, acquires, develops, produces & markets crude oil & natural gas in Canada and internationally.",,http://www.suncor.com,51.5Bil,-1556.2Mil,18.8Bil,"13,190",Energy,Oil & Gas Integrated
SXL,Sunoco Logistics Partners LP,"Sunoco Logistics Partners LP is engaged in the transport, terminalling & storage of refined products & crude oil & in the purchase and sale of crude oil. It also acquires assets used to facilitate the purchase & sale of crude oil, refined products & NGLs.",Hard,http://www.sunocologistics.com,8.7Bil,0.5Bil,8.5Bil,"2,500",Energy,Oil & Gas Midstream
SUN,Sunoco LP,"Sunoco LP is engaged in retail sale of motor fuels and merchandise through company-operated convenience stores and retail fuel sites, wholesale distribution of motor fuels to convenience stores, independent dealers, commercial customers and distributors.",Hard,http://www.sunocolp.com,2.7Bil,0.1Bil,13.9Bil,"11,850",Energy,Oil & Gas Refining & Marketing
SHO,Sunstone Hotel Investors Inc,"Sunstone Hotel Investors Inc is a real estate investment trust. The Company along with its subsidiaries is engaged in acquiring, owning, asset managing and renovating full-service hotel and select focus-service hotel properties in the United States.",Hard,http://www.sunstonehotels.com,2.9Bil,0.3Bil,1.2Bil,50,Real Estate,REIT - Hotel & Motel
STI,SunTrust Banks Inc,"SunTrust Banks Inc is a bank holding company and a financial holding company with commercial banking organizations whose businesses provide financial services to consumer, business and corporate clients.",Cyclical,http://www.suntrust.com,25.4Bil,1.9Bil,8.5Bil,"24,043",Financial Services,Banks - Regional - US
SPN,Superior Energy Services Inc,Superior Energy Services Inc is a provider of specialized oilfield services and equipment. The Company operates four segments: Drilling Products and Services; Onshore Completion and Workover Services; Production Services; Subsea and Technical Solutions.,Hard,http://www.superiorenergy.com,2.4Bil,-913.1Mil,1.6Bil,"8,300",Energy,Oil & Gas Equipment & Services
SUP,Superior Industries International Inc,Superior Industries International Inc designs and manufactures aluminum road wheels for sale to original equipment manufacturers.,Cyclical,http://www.supind.com,0.6Bil,41.7Mil,0.7Bil,"3,050",Consumer Cyclical,Auto Parts
